   Full 1.02735 0.01912 0.950 1.02865 0.01933
   Full 1.00754 -0.00324 0.954 1.00241 -0.00539
   Full 1.02394 -0.02603 0.960 1.02364 -0.02591
   Full 1.00591 0.00047 0.955 1.00584 0.00194
   Full 1.07855 0.01051 0.963 1.08227 0.01165
   Full 1.01092 0.02530 0.951 1.01111 0.02640
   Full 1.00993 0.00620 0.941 1.01401 0.00860
   Full 1.05918 0.01789 0.949 1.05988 0.01835
   Full 1.03964 0.00588 0.951 1.03809 0.00562
   Full 0.98230 0.01012 0.923 0.97557 0.01104
   Full 1.00622 -0.00692 0.949 1.01301 -0.00359
   Full 1.07690 -0.01250 0.968 1.07442 -0.01217
   Full 1.01151 -0.01827 0.950 1.00871 -0.01950
   Full 1.03469 0.01077 0.948 1.03700 0.01214
   Full 1.04222 -0.01208 0.953 1.04622 -0.01055
   Full 1.00760 0.02314 0.945 1.00670 0.02321
   Full 1.03295 -0.02956 0.936 1.03710 -0.03069
   Full 0.99455 0.00507 0.950 0.99440 0.00526
   Full 1.00626 0.01046 0.956 1.00673 0.01028
   Full 0.98245 0.01088 0.943 0.98073 0.01062
   Full 1.06492 -0.00536 0.941 1.06527 -0.00548
   Full 1.01794 0.00312 0.952 1.02027 0.00288
   Full 0.98226 0.01257 0.937 0.98151 0.01281
   Full 1.03222 -0.00568 0.942 1.02834 -0.00565
   Full 1.06733 -0.01229 0.954 1.06569 -0.01259
   Full 1.06477 -0.01553 0.951 1.06477 -0.01553
   Full 0.97930 -0.00383 0.954 0.97895 -0.00322
   Full 1.08728 -0.00644 0.960 1.08780 -0.00577
   Full 1.00385 -0.01627 0.952 1.00057 -0.01714
   Full 0.99838 -0.00141 0.941 1.00263 0.00009
   Full 1.05695 -0.01433 0.956 1.05827 -0.01284
   Full 1.10914 -0.00944 0.968 1.11309 -0.00636
   Full 0.98711 0.00810 0.945 0.98192 0.00712
   Full 0.94209 -0.00912 0.935 0.94071 -0.00923
   Full 1.01469 0.00704 0.934 1.01655 0.00750
   Full 0.94842 -0.00540 0.942 0.94049 -0.00471
   Full 1.00258 -0.01487 0.949 0.99887 -0.01869
   Full 1.02768 -0.01059 0.957 1.02682 -0.01140
   Full 1.00412 0.00343 0.963 1.00489 0.00456
   Full 1.05668 -0.00247 0.956 1.05579 -0.00345
   Full 1.05338 -0.00039 0.960 1.05372 -0.00052
   Full 0.98829 -0.00256 0.946 0.98868 -0.00190
   Full 1.02249 -0.00866 0.949 1.02501 -0.00836
   Full 0.97847 -0.01214 0.941 0.97804 -0.01209
   Full 1.00973 0.00405 0.952 1.01171 0.00668
   Full 1.02838 -0.00807 0.935 1.02347 -0.00852
   Full 1.04586 0.01419 0.964 1.04705 0.01556
   Full 1.04509 -0.00941 0.950 1.04814 -0.00801
   Full 1.06714 -0.00402 0.949 1.06729 -0.00353
   Full 1.02139 0.01026 0.948 1.01627 0.01017
   Full 1.00605 -0.00937 0.954 1.00645 -0.00857
   Full 1.00404 -0.01956 0.961 1.00727 -0.01888
   Full 1.06086 -0.00502 0.952 1.05948 -0.00508
   Full 1.05044 -0.01486 0.963 1.05295 -0.01367
   Full 1.05960 -0.00790 0.964 1.06164 -0.00631
   Full 0.98952 -0.01649 0.936 0.98912 -0.01641
   Full 1.01842 0.00720 0.940 1.01662 0.00727
   Full 1.02072 0.01736 0.954 1.01793 0.01817
   Full 1.01231 -0.00416 0.944 1.01080 -0.00428
   Full 1.07862 0.00884 0.955 1.08128 0.00976
   Full 1.06846 0.00609 0.952 1.06874 0.00635
   Full 1.02468 -0.00987 0.951 1.03382 -0.00717
   Full 1.07756 -0.00301 0.962 1.09172 0.00203
   Full 0.92991 0.02578 0.937 0.92429 0.02596
   Full 0.98839 0.00756 0.953 0.98987 0.00798
   Full 1.04201 0.01376 0.963 1.04253 0.01492
   Full 0.97398 -0.00419 0.943 0.97708 -0.00352
   Full 1.04962 -0.00255 0.942 1.04916 -0.00252
   Full 1.04116 0.00082 0.953 1.04459 -0.00004
   Full 1.04150 -0.00274 0.957 1.05438 -0.00178
   Full 1.02319 -0.01139 0.960 1.03395 -0.01092
   Full 1.01125 -0.00343 0.944 1.01461 -0.00302
   Full 1.03969 0.01893 0.958 1.04393 0.01956
