    Frequency     Corr coef   OLS regress  robust regress  OLS intercept  robust intercept
     deseason       -0.5162       -1.0326       -0.9517        0.0000       -0.0065
        intra       -0.5621       -1.1979       -1.1587        0.0006       -0.0075
       season       -0.7120       -1.3744       -1.3449       -0.0004       -0.0000
        inter       -0.4028       -0.7082       -0.7441        0.0002       -0.0203
