 season 1.03177 -0.00589 0.699 1.04473 -0.00597
 season 0.54519 -0.00446 0.357 0.51814 -0.00612
 season 0.38322 0.00652 0.248 0.25997 0.00643
 season 1.34577 0.01540 0.763 1.37501 0.01684
 season 1.15417 -0.00176 0.692 1.19017 -0.00269
 season 1.03474 0.00144 0.635 1.07024 0.00049
 season 0.49926 -0.00888 0.294 0.48772 -0.00945
 season 1.09958 -0.00141 0.649 1.18308 -0.00271
 season 0.87832 -0.00499 0.504 0.93161 -0.00603
 season 1.00384 -0.00090 0.608 1.02092 -0.00121
 season 0.94767 0.00559 0.615 1.00478 0.00508
 season 0.72707 0.00754 0.471 0.73146 0.00744
 season 0.92707 -0.00108 0.563 0.99633 -0.00258
 season 0.52786 0.01673 0.370 0.51900 0.01678
 season 1.00249 0.00473 0.644 1.09223 0.00163
 season 0.97688 0.00636 0.612 1.01695 0.00599
 season 0.92597 0.00755 0.503 0.97978 0.00696
 season 0.69859 0.00313 0.434 0.70320 0.00304
 season 0.94409 0.00424 0.559 0.96017 0.00329
 season 0.98753 0.00430 0.639 1.03292 0.00309
 season 0.81118 0.01529 0.546 0.85785 0.01585
 season 0.96654 0.00722 0.606 0.99136 0.00661
 season 1.14547 0.00203 0.703 1.16441 0.00423
 season 1.25454 0.00418 0.753 1.26778 0.00522
 season 0.85607 0.00882 0.561 0.93427 0.00704
 season 1.05900 -0.00845 0.694 1.06143 -0.00851
 season 0.94790 0.00198 0.610 1.01886 0.00035
 season 1.18449 0.01213 0.707 1.18087 0.01362
 season 0.59475 0.00423 0.367 0.59457 0.00371
 season 1.14157 -0.01713 0.779 1.16398 -0.01829
 season 0.96524 -0.00455 0.573 1.03380 -0.00593
 season 0.74869 0.00561 0.510 0.76074 0.00528
 season 1.14969 0.00440 0.714 1.18093 0.00378
 season 0.90635 0.00786 0.640 1.00231 0.00590
 season 1.09698 0.01137 0.661 1.15746 0.01200
 season 1.09914 0.01047 0.672 1.12332 0.01098
 season 0.75751 -0.00276 0.476 0.81817 -0.00402
 season 0.88802 0.00681 0.523 0.92313 0.00669
 season 0.37652 0.00397 0.231 0.34260 0.00382
 season 1.01622 0.00452 0.609 1.09096 0.00447
 season 1.01994 0.01425 0.597 1.07418 0.01393
 season 1.19759 0.00154 0.785 1.27114 -0.00022
 season 1.09585 -0.00340 0.693 1.14280 -0.00444
 season 0.95499 0.00617 0.576 0.95641 0.00670
 season 1.00746 -0.01365 0.693 1.01737 -0.01542
 season 1.10203 0.00954 0.651 1.15348 0.00871
 season 0.62880 -0.00138 0.417 0.63229 -0.00172
 season 0.94673 -0.01264 0.625 1.01969 -0.01495
 season 0.50165 0.01002 0.340 0.49013 0.00987
 season 1.14483 -0.00888 0.700 1.18591 -0.00994
 season 0.43804 -0.01463 0.310 0.46765 -0.01678
 season 0.93890 0.00627 0.597 1.00864 0.00538
 season 1.08581 -0.00202 0.671 1.14043 -0.00347
 season 1.08677 0.00237 0.625 1.18464 0.00058
 season 0.99287 0.00750 0.649 1.02080 0.00691
 season 1.22711 -0.00087 0.720 1.27484 -0.00227
 season 1.34805 0.00696 0.738 1.35747 0.00870
 season 1.17100 0.00054 0.649 1.25016 -0.00055
 season 0.41228 0.01399 0.269 0.31050 0.01422
 season 0.95975 -0.00320 0.543 0.99301 -0.00392
 season 1.09272 -0.00614 0.688 1.17448 -0.00792
 season 1.11446 0.01597 0.719 1.17231 0.01584
 season 1.24149 -0.01044 0.761 1.24574 -0.01220
 season 0.93848 -0.00176 0.580 1.00309 -0.00319
 season 0.44680 0.00925 0.292 0.41920 0.00964
 season 0.94422 0.00652 0.577 1.00492 0.00558
 season 0.43431 -0.00679 0.296 0.45180 -0.00790
 season 1.19748 -0.00009 0.709 1.21204 0.00012
 season 1.27503 -0.00112 0.741 1.27635 -0.00113
 season 1.10404 0.00478 0.644 1.18468 0.00386
 season 1.08768 -0.00105 0.696 1.16309 -0.00231
 season 0.80409 0.00803 0.525 0.82979 0.00751
 season 1.11022 -0.00351 0.681 1.12752 -0.00387
 season 1.21397 -0.00198 0.762 1.22970 -0.00270
 season 1.15914 0.01288 0.686 1.15586 0.01344
 season 0.96112 0.01217 0.600 1.08017 0.01027
 season 0.72956 -0.00239 0.457 0.75605 -0.00295
 season 0.87807 0.00222 0.509 0.87255 0.00232
 season 0.92246 -0.00661 0.559 0.95819 -0.00754
 season 0.49664 0.00726 0.316 0.40558 0.00916
 season 0.94218 0.00765 0.624 1.05235 0.00516
 season 1.27623 -0.00802 0.783 1.29063 -0.00861
 season 0.83253 -0.00353 0.469 0.87317 -0.00437
 season 0.95050 -0.01106 0.608 1.04559 -0.01485
 season 0.94318 -0.00746 0.616 0.95263 -0.00779
 season 1.01482 0.00530 0.556 1.02053 0.00624
 season 0.90179 0.00315 0.557 0.95075 0.00247
 season 0.97566 0.00110 0.610 0.99756 0.00058
 season 0.88658 0.00020 0.578 0.90504 0.00049
 season 0.59680 0.00552 0.347 0.59810 0.00538
 season 1.01337 0.00672 0.671 1.04672 0.00640
 season 0.69204 -0.00376 0.458 0.76420 -0.00502
 season 1.29251 0.00328 0.805 1.30378 0.00229
 season 0.84530 0.00747 0.511 0.86700 0.00711
 season 0.82866 -0.00118 0.506 0.82053 -0.00196
 season 0.96932 0.00354 0.645 1.01825 0.00289
 season 0.94009 -0.01277 0.629 0.98493 -0.01516
 season 0.69203 0.00437 0.434 0.70565 0.00394
 season 1.10153 -0.00807 0.657 1.13516 -0.00898
 season 0.60222 0.00704 0.401 0.60436 0.00706
 season 1.48367 -0.00199 0.763 1.49096 -0.00222
 season 1.32895 0.00476 0.734 1.34507 0.00449
 season 0.95152 -0.00051 0.590 0.96817 -0.00115
 season 1.08090 -0.00873 0.684 1.07849 -0.00895
 season 0.48267 0.00345 0.335 0.46563 0.00344
 season 1.00809 0.00258 0.677 1.04778 0.00138
 season 1.15490 0.00019 0.659 1.18043 0.00012
 season 0.85462 0.00626 0.557 0.89794 0.00565
 season 1.18983 0.00746 0.718 1.25544 0.00813
 season 0.94043 0.00320 0.628 0.98207 0.00244
 season 0.44426 0.00752 0.314 0.42251 0.00693
 season 1.07078 0.00552 0.710 1.18148 0.00246
 season 1.09690 0.00157 0.661 1.09838 0.00225
 season 0.80835 0.01218 0.499 0.86646 0.01217
 season 1.17772 -0.00282 0.742 1.23149 -0.00218
 season 0.59293 0.01081 0.369 0.56192 0.01145
 season 0.69990 -0.00053 0.436 0.68072 -0.00008
 season 1.07106 0.00029 0.644 1.14211 -0.00060
 season 1.00685 0.00440 0.580 1.01481 0.00419
 season 1.12537 0.00817 0.646 1.12989 0.00836
 season 1.09814 0.00089 0.649 1.10897 0.00148
 season 0.87975 0.00735 0.558 0.99042 0.00579
 season 0.90469 0.00217 0.599 0.96714 0.00114
 season 1.04718 0.01933 0.684 1.14616 0.01895
 season 0.52974 0.01767 0.360 0.50169 0.01829
 season 1.18668 0.00398 0.668 1.23771 0.00325
 season 1.15246 -0.00733 0.739 1.18400 -0.00848
 season 0.93127 -0.00157 0.555 0.93950 -0.00206
 season 0.52469 -0.00012 0.320 0.48090 0.00064
 season 0.87944 -0.00067 0.555 0.90018 -0.00135
 season 1.04627 0.00146 0.629 1.14736 -0.00100
 season 0.99484 -0.00537 0.543 1.00788 -0.00584
 season 1.21758 0.00528 0.658 1.21938 0.00534
 season 0.65959 0.01103 0.441 0.65381 0.01133
 season 0.51429 0.00181 0.285 0.46926 0.00111
 season 0.50891 0.00712 0.336 0.49388 0.00720
 season 0.78627 0.00239 0.530 0.81022 0.00205
 season 0.68386 -0.00462 0.419 0.68900 -0.00536
 season 0.64853 0.00824 0.401 0.67952 0.00858
 season 0.89241 0.00442 0.540 0.90423 0.00419
 season 1.02786 0.00328 0.597 1.11019 0.00257
 season 0.94747 -0.00183 0.575 1.04529 -0.00422
 season 1.16401 0.00936 0.696 1.17409 0.01065
 season 0.55198 0.01256 0.341 0.54083 0.01247
 season 0.85251 -0.00059 0.582 0.91758 -0.00265
 season 0.80084 0.00398 0.531 0.82320 0.00321
 season 0.75817 0.00814 0.546 0.77306 0.00772
 season 0.73434 0.00494 0.510 0.76561 0.00426
 season 0.88149 -0.00336 0.523 0.91211 -0.00429
 season 1.15358 -0.00904 0.733 1.16120 -0.00922
 season 1.04354 0.00661 0.649 1.05270 0.00650
 season 0.61052 0.00807 0.392 0.61110 0.00771
 season 0.79036 -0.00271 0.472 0.85154 -0.00403
 season 1.01702 -0.00320 0.570 1.06988 -0.00458
 season 1.03775 0.00387 0.566 1.09529 0.00287
 season 0.71406 -0.00675 0.512 0.74782 -0.00902
 season 0.71392 -0.00466 0.443 0.71223 -0.00471
 season 0.86222 0.00154 0.578 0.92048 0.00021
 season 0.50086 0.01082 0.314 0.46760 0.01130
 season 1.00642 0.01138 0.576 1.03492 0.01120
 season 0.55496 0.01554 0.322 0.48503 0.01576
 season 0.94125 0.00059 0.600 0.97604 -0.00036
 season 0.79496 0.00206 0.564 0.83499 0.00118
 season 0.30363 -0.00394 0.205 0.29388 -0.00398
 season 0.99688 0.00595 0.657 1.04232 0.00524
 season 0.63871 -0.00643 0.423 0.68006 -0.00843
 season 1.30089 -0.00154 0.815 1.31615 -0.00239
 season 1.11926 0.00108 0.621 1.15396 0.00094
 season 1.02502 0.00242 0.671 1.09108 0.00047
 season 1.00382 0.01415 0.678 1.02533 0.01405
 season 0.78165 0.01411 0.518 0.78969 0.01413
 season 0.39940 0.00709 0.247 0.33968 0.00642
 season 0.74640 0.00341 0.483 0.75207 0.00327
 season 0.75218 0.00428 0.464 0.77405 0.00389
 season 0.95100 0.00241 0.593 1.00854 0.00173
 season 0.77078 0.00708 0.518 0.78080 0.00681
 season 0.86270 -0.00720 0.529 0.92002 -0.00916
 season 0.87275 0.00238 0.516 0.95125 0.00077
 season 1.16070 -0.00138 0.715 1.21399 -0.00247
 season 0.69714 -0.00304 0.488 0.72338 -0.00361
 season 1.03001 0.00500 0.530 1.02983 0.00501
 season 1.14244 0.00262 0.700 1.17551 0.00428
 season 0.80307 -0.00196 0.497 0.86414 -0.00332
 season 1.06618 0.00739 0.623 1.09864 0.00801
 season 1.24705 -0.00381 0.681 1.26935 -0.00443
 season 0.83456 -0.00100 0.487 0.88565 -0.00172
 season 1.06703 0.00263 0.677 1.12974 0.00222
 season 0.50217 -0.00324 0.319 0.51505 -0.00330
 season 1.00903 0.01809 0.668 1.06094 0.01748
 season 0.88880 0.00892 0.557 0.90826 0.00868
 season 0.58488 0.01674 0.419 0.58869 0.01695
 season 1.19918 -0.00120 0.792 1.26579 -0.00233
 season 1.01635 0.00255 0.600 1.00935 0.00257
 season 0.85221 0.00001 0.539 0.85171 -0.00002
 season 0.74917 -0.00326 0.488 0.77998 -0.00393
 season 0.92189 -0.01413 0.657 0.92385 -0.01461
 season 1.13817 -0.00807 0.671 1.20812 -0.00952
 season 1.23928 0.01122 0.709 1.25024 0.01204
 season 0.86668 0.01059 0.586 0.93825 0.01198
